コード,名称
160064610,心カテ（右心）
160064510,心カテ（左心）
170012210,造影剤注入手技（動脈造影カテーテル法）（イ以外）
170027110,造影剤注入手技（動脈造影カテーテル法）（選択的血管造影）
170032970,血流予備能測定検査加算（選択的血管造影）
170033670,血流予備能測定検査加算（イ以外）
170034870,頸動脈閉塞試験加算（選択的血管造影）
170012410,造影剤注入手技（静脈造影カテーテル法）
